state_name,active,death,extract_date
Tamil Nadu,20994,11152,2020-11-03 20:00:17
Tamil Nadu,19504,11183,2020-11-04 20:00:17
Tamil Nadu,19201,11214,2020-11-05 20:00:12
Tamil Nadu,19154,11244,2020-11-06 20:00:16
Tamil Nadu,19061,11272,2020-11-07 20:00:13
Tamil Nadu,19002,11299,2020-11-08 20:00:17
Tamil Nadu,18966,11324,2020-11-09 20:00:19
Tamil Nadu,18894,11344,2020-11-10 20:00:17
Tamil Nadu,18825,11362,2020-11-11 20:00:13
Tamil Nadu,18709,11387,2020-11-12 20:00:13
Tamil Nadu,18655,11415,2020-11-13 20:00:17
Tamil Nadu,18395,11440,2020-11-14 20:00:13
Tamil Nadu,17748,11454,2020-11-15 20:00:17
Telangana,12764,409,2020-07-19
Telangana,12223,415,2020-07-20
Telangana,11529,422,2020-07-21
Telangana,9891,429,2020-07-22
Telangana,11155,438,2020-07-23 10:49:43
Telangana,11052,447,2020-07-24 15:21:33
Telangana,11677,455,2020-07-25 20:49:42
Telangana,11677,455,2020-07-26 11:38
Telangana,12264,463,2020-07-27 10:20:57
Telangana,13753,480,2020-07-29 21:00:27
Telangana,13753,480,2020-07-30 18:00:13
Telangana,14663,492,2020-07-31 18:00:13
Telangana,15640,505,2020-08-01 18:00:13
Telangana,16796,519,2020-08-02 18:00:12
Telangana,17754,530,2020-08-03 18:00:13
Telangana,18547,540,2020-08-04 18:00:12
Telangana,18708,563,2020-08-05 18:00:13
Telangana,19568,576,2020-08-06 18:00:12
Telangana,20358,589,2020-08-07 18:00:12
Telangana,21417,601,2020-08-08 20:00:24
Telangana,22568,615,2020-08-09 20:00:13
Telangana,22869,627,2020-08-10 20:00:25
Telangana,22528,637,2020-08-11 20:00:31
Telangana,22628,645,2020-08-12 20:00:44
Telangana,22596,654,2020-08-13 20:00:14
Telangana,22736,665,2020-08-14 20:00:29
Telangana,23438,674,2020-08-15 20:00:16
Telangana,23379,684,2020-08-16 20:00:14
Telangana,22542,693,2020-08-17 20:00:14
Telangana,21420,703,2020-08-18 20:00:15
Telangana,21024,711,2020-08-19 20:00:17
Telangana,20990,719,2020-08-20 20:00:15
Telangana,21509,729,2020-08-21 20:00:16
Telangana,21687,737,2020-08-22 20:00:33
Telangana,22386,744,2020-08-23 20:00:14
Telangana,22908,755,2020-08-24 20:00:13
Telangana,22919,761,2020-08-25 20:00:14
Telangana,23737,770,2020-08-26 20:00:13
Telangana,25685,780,2020-08-27 20:00:47
Telangana,27600,788,2020-08-28 20:00:36
Telangana,28941,799,2020-08-29 20:00:18
Telangana,30008,808,2020-08-30 20:00:18
Telangana,31284,818,2020-08-31 20:00:14
Telangana,31299,827,2020-09-01 20:00:13
Telangana,31699,836,2020-09-02 20:00:13
Telangana,32341,846,2020-09-03 20:00:13
Telangana,32537,856,2020-09-04 20:00:13
Telangana,32994,866,2020-09-05 16:00:13
Telangana,32915,877,2020-09-06 20:00:14
Telangana,32553,886,2020-09-07 20:00:13
Telangana,31635,895,2020-09-08 20:00:13
Telangana,31670,906,2020-09-09 20:00:17
Telangana,31654,916,2020-09-10 20:00:14
Telangana,32106,927,2020-09-11 20:00:34
Telangana,32195,940,2020-09-12 20:00:55
Telangana,32005,950,2020-09-13 20:00:16
Telangana,31607,961,2020-09-14 20:00:15
Telangana,30532,974,2020-09-15 20:00:18
Telangana,30400,984,2020-09-16 16:00:15
Telangana,30401,996,2020-09-17 20:00:32
Telangana,30443,1005,2020-09-18 20:00:13
Telangana,30673,1016,2020-09-19 20:00:14
Telangana,30636,1025,2020-09-20 20:00:32
Telangana,30573,1033,2020-09-21 20:00:13
Telangana,29636,1042,2020-09-22 20:00:17
Telangana,29649,1052,2020-09-23 20:00:35
Telangana,29873,1062,2020-09-24 20:00:13
Telangana,30037,1070,2020-09-25 20:00:13
Telangana,30387,1080,2020-09-26 20:00:34
Telangana,30334,1091,2020-09-27 20:00:34
Telangana,30234,1100,2020-09-28 20:00:13
Telangana,29673,1107,2020-09-29 20:00:13
Telangana,29477,1116,2020-09-30 20:00:18
Telangana,29326,1127,2020-10-01 20:00:13
Telangana,29058,1135,2020-10-02 20:00:13
Telangana,28620,1145,2020-10-03 20:00:13
Telangana,28328,1153,2020-10-04 20:00:19
Telangana,27901,1163,2020-10-05 20:00:54
Telangana,27052,1171,2020-10-06 20:00:49
Telangana,26644,1181,2020-10-07 20:00:13
Telangana,26551,1189,2020-10-08 20:00:57
Telangana,26368,1201,2020-10-09 20:00:49
Telangana,26374,1208,2020-10-10 20:00:13
Telangana,26104,1217,2020-10-11 20:00:18
Telangana,25713,1222,2020-10-12 20:00:42
Telangana,24514,1228,2020-10-13 20:00:19
Telangana,24208,1233,2020-10-14 12:00:13
Telangana,23728,1241,2020-10-15 20:00:21
Telangana,23203,1249,2020-10-16 20:00:17
Telangana,23315,1256,2020-10-17 20:00:14
Telangana,22774,1265,2020-10-18 16:00:18
Telangana,22050,1271,2020-10-19 20:00:22
Telangana,21098,1275,2020-10-20 20:00:19
Telangana,20686,1282,2020-10-21 20:00:18
Telangana,20449,1287,2020-10-22 20:00:13
Telangana,20183,1292,2020-10-23 20:00:34
Telangana,20377,1298,2020-10-24 20:00:13
Telangana,19937,1303,2020-10-25 20:00:13
Telangana,19465,1307,2020-10-26 20:00:13
Telangana,18611,1311,2020-10-27 20:00:13
Telangana,17890,1315,2020-10-28 20:00:18
Telangana,17916,1319,2020-10-29 20:00:17
Telangana,17979,1324,2020-10-30 20:00:18
Telangana,18456,1330,2020-10-31 20:00:13
Telangana,18409,1336,2020-11-01 20:00:17
Telangana,18241,1341,2020-11-02 20:00:18
Telangana,17630,1348,2020-11-03 20:00:17
Telangana,17742,1351,2020-11-04 20:00:17
Telangana,18100,1357,2020-11-05 20:00:12
Telangana,18656,1362,2020-11-06 20:00:16
Telangana,19272,1366,2020-11-07 20:00:13
Telangana,19936,1372,2020-11-08 20:00:17
Telangana,19890,1377,2020-11-09 20:00:19
Telangana,19239,1381,2020-11-10 20:00:17
Telangana,18581,1385,2020-11-11 20:00:13
Telangana,18027,1390,2020-11-12 20:00:13
Telangana,17323,1393,2020-11-13 20:00:17
Telangana,17094,1397,2020-11-14 20:00:13
Telangana,16404,1401,2020-11-15 20:00:17
West Bengal,15594,1076,2020-07-19
West Bengal,16492,1112,2020-07-20
West Bengal,17204,1147,2020-07-21
West Bengal,17813,1182,2020-07-22
West Bengal,18450,1221,2020-07-23 10:49:43
West Bengal,18846,1255,2020-07-24 15:21:33
West Bengal,19154,1290,2020-07-25 20:49:42
West Bengal,19391,1332,2020-07-26 11:38
West Bengal,19595,1372,2020-07-27 10:20:57
West Bengal,19502,1411,2020-07-29 21:00:27
West Bengal,19493,1449,2020-07-30 18:00:13
West Bengal,19652,1490,2020-07-31 18:00:13
West Bengal,19900,1536,2020-08-01 18:00:13
West Bengal,20233,1581,2020-08-02 18:00:12
West Bengal,20631,1629,2020-08-03 18:00:13
West Bengal,21108,1678,2020-08-04 18:00:12
West Bengal,21683,1731,2020-08-05 18:00:13
West Bengal,22315,1785,2020-08-06 18:00:12
West Bengal,22992,1846,2020-08-07 18:00:12
West Bengal,23829,1902,2020-08-08 20:00:24
West Bengal,24652,1954,2020-08-09 20:00:13
West Bengal,25486,2005,2020-08-10 20:00:25
West Bengal,26375,2059,2020-08-11 20:00:31
West Bengal,26031,2100,2020-08-12 20:00:44
West Bengal,25846,2149,2020-08-13 20:00:14
West Bengal,26003,2203,2020-08-14 20:00:29
West Bengal,26447,2259,2020-08-15 20:00:16
West Bengal,26850,2319,2020-08-16 20:00:14
West Bengal,27219,2377,2020-08-17 20:00:14
West Bengal,27299,2428,2020-08-18 20:00:15
West Bengal,27402,2473,2020-08-19 20:00:17
West Bengal,27535,2528,2020-08-20 20:00:15
West Bengal,27678,2581,2020-08-21 20:00:16
West Bengal,27696,2634,2020-08-22 20:00:33
West Bengal,27804,2689,2020-08-23 20:00:14
West Bengal,27900,2737,2020-08-24 20:00:13
West Bengal,28069,2794,2020-08-25 20:00:14
West Bengal,27694,2851,2020-08-26 20:00:13
West Bengal,27349,2909,2020-08-27 20:00:47
West Bengal,26954,2964,2020-08-28 20:00:36
West Bengal,26709,3017,2020-08-29 20:00:18
West Bengal,26349,3073,2020-08-30 20:00:18
West Bengal,25996,3126,2020-08-31 20:00:14
West Bengal,25657,3176,2020-09-01 20:00:13
West Bengal,25280,3228,2020-09-02 20:00:13
West Bengal,24822,3283,2020-09-03 20:00:13
West Bengal,24445,3339,2020-09-04 20:00:13
West Bengal,24039,3394,2020-09-05 16:00:13
West Bengal,23654,3452,2020-09-06 20:00:14
West Bengal,23390,3510,2020-09-07 20:00:13
West Bengal,23218,3562,2020-09-08 20:00:13
West Bengal,23216,3620,2020-09-09 20:00:17
West Bengal,23254,3677,2020-09-10 20:00:14
West Bengal,23341,3730,2020-09-11 20:00:34
West Bengal,23377,3771,2020-09-12 20:00:55
West Bengal,23461,3828,2020-09-13 20:00:16
West Bengal,23521,3887,2020-09-14 20:00:15
West Bengal,23624,3945,2020-09-15 20:00:18
West Bengal,23693,4003,2020-09-16 16:00:15
West Bengal,23942,4062,2020-09-17 20:00:32
West Bengal,24147,4123,2020-09-18 20:00:13
West Bengal,24336,4183,2020-09-19 20:00:14
West Bengal,24509,4242,2020-09-20 20:00:32
West Bengal,24648,4298,2020-09-21 20:00:13
West Bengal,24806,4359,2020-09-22 20:00:17
West Bengal,24898,4421,2020-09-23 20:00:35
West Bengal,24971,4483,2020-09-24 20:00:13
West Bengal,25101,4544,2020-09-25 20:00:13
West Bengal,25221,4606,2020-09-26 20:00:34
West Bengal,25374,4665,2020-09-27 20:00:34
West Bengal,25544,4721,2020-09-28 20:00:13
West Bengal,25723,4781,2020-09-29 20:00:13
West Bengal,25899,4837,2020-09-30 20:00:18
West Bengal,26064,4899,2020-10-01 20:00:13
West Bengal,26332,4958,2020-10-02 20:00:13
West Bengal,26552,5017,2020-10-03 20:00:13
West Bengal,26865,5070,2020-10-04 20:00:19
West Bengal,27130,5132,2020-10-05 20:00:54
West Bengal,27439,5194,2020-10-06 20:00:49
West Bengal,27717,5255,2020-10-07 20:00:13
West Bengal,27988,5318,2020-10-08 20:00:57
West Bengal,28361,5376,2020-10-09 20:00:49
West Bengal,28854,5439,2020-10-10 20:00:13
West Bengal,29296,5501,2020-10-11 20:00:18
West Bengal,29793,5563,2020-10-12 20:00:42
West Bengal,30236,5622,2020-10-13 20:00:19
West Bengal,30604,5682,2020-10-14 12:00:13
West Bengal,30988,5744,2020-10-15 20:00:21
West Bengal,31505,5808,2020-10-16 20:00:17
West Bengal,31984,5870,2020-10-17 20:00:14
West Bengal,32500,5931,2020-10-18 16:00:18
West Bengal,33121,5992,2020-10-19 20:00:22
West Bengal,33927,6056,2020-10-20 20:00:19
West Bengal,34584,6119,2020-10-21 20:00:18
West Bengal,35170,6180,2020-10-22 20:00:13
West Bengal,35579,6244,2020-10-23 20:00:34
West Bengal,36064,6308,2020-10-24 20:00:13
West Bengal,36471,6368,2020-10-25 20:00:13
West Bengal,36807,6427,2020-10-26 20:00:13
West Bengal,37017,6487,2020-10-27 20:00:13
West Bengal,37190,6546,2020-10-28 20:00:18
West Bengal,37172,6604,2020-10-29 20:00:17
West Bengal,37111,6664,2020-10-30 20:00:18
West Bengal,37094,6725,2020-10-31 20:00:13
West Bengal,36999,6784,2020-11-01 20:00:17
West Bengal,36886,6841,2020-11-02 20:00:18
West Bengal,36761,6900,2020-11-03 20:00:17
West Bengal,36576,6957,2020-11-04 20:00:17
West Bengal,36443,7013,2020-11-05 20:00:12
West Bengal,36246,7068,2020-11-06 20:00:16
West Bengal,35953,7122,2020-11-07 20:00:13
West Bengal,35557,7177,2020-11-08 20:00:17
West Bengal,35088,7235,2020-11-09 20:00:19
West Bengal,34566,7294,2020-11-10 20:00:17
West Bengal,34021,7350,2020-11-11 20:00:13
West Bengal,33444,7403,2020-11-12 20:00:13
West Bengal,32836,7452,2020-11-13 20:00:17
West Bengal,32185,7506,2020-11-14 20:00:13
West Bengal,31501,7557,2020-11-15 20:00:17
