sno,state_name,active,cured,death,total,extract_date,positive,new_active,new_positive,new_cured,new_death,state_code,date
1,Andaman and Nicobar Islands,53,145,0,198,2020-07-19,,,,,,,2020-07-19
1,Andaman and Nicobar Islands,58,145,0,203,2020-07-20,,,,,,,2020-07-20
1,Andaman and Nicobar Islands,55,152,0,207,2020-07-21,,,,,,,2020-07-21
1,Andaman and Nicobar Islands,53,159,0,212,2020-07-22,,,,,,,2020-07-22
1,Andaman and Nicobar Islands,58,163,0,221,2020-07-23 10:49:43,,,,,,,2020-07-23
1,Andaman and Nicobar Islands,70,170,0,240,2020-07-24 15:21:33,,,,,,,2020-07-24
1,Andaman and Nicobar Islands,85,174,0,259,2020-07-25 20:49:42,,,,,,,2020-07-25
1,Andaman and Nicobar Islands,114,176,0,290,2020-07-26 11:38,,,,,,,2020-07-26
1,Andaman and Nicobar Islands,142,182,0,324,2020-07-27 10:20:57,,,,,,,2020-07-27
2,Andaman and Nicobar Islands,145,192,1,338,2020-07-29 21:00:27,338.0,166.0,363.0,196.0,1.0,35.0,2020-07-29
2,Andaman and Nicobar Islands,166,196,1,363,2020-07-30 18:00:13,363.0,225.0,428.0,201.0,2.0,35.0,2020-07-30
2,Andaman and Nicobar Islands,225,201,2,428,2020-07-31 18:00:13,428.0,266.0,471.0,201.0,4.0,35.0,2020-07-31
2,Andaman and Nicobar Islands,266,201,4,471,2020-08-01 18:00:13,471.0,329.0,548.0,214.0,5.0,35.0,2020-08-01
2,Andaman and Nicobar Islands,329,214,5,548,2020-08-02 18:00:12,548.0,403.0,636.0,226.0,7.0,35.0,2020-08-02
2,Andaman and Nicobar Islands,403,226,7,636,2020-08-03 18:00:13,636.0,484.0,734.0,242.0,8.0,35.0,2020-08-03
2,Andaman and Nicobar Islands,484,242,8,734,2020-08-04 18:00:12,734.0,557.0,830.0,263.0,10.0,35.0,2020-08-04
2,Andaman and Nicobar Islands,557,263,10,830,2020-08-05 18:00:13,830.0,639.0,928.0,277.0,12.0,35.0,2020-08-05
2,Andaman and Nicobar Islands,639,277,12,928,2020-08-06 18:00:12,928.0,687.0,1027.0,326.0,14.0,35.0,2020-08-06
2,Andaman and Nicobar Islands,687,326,14,1027,2020-08-07 18:00:12,1027.0,752.0,1123.0,355.0,16.0,35.0,2020-08-07
2,Andaman and Nicobar Islands,752,355,16,1123,2020-08-08 20:00:24,1123.0,778.0,1222.0,425.0,19.0,35.0,2020-08-08
2,Andaman and Nicobar Islands,778,425,19,1222,2020-08-09 20:00:13,1222.0,831.0,1351.0,500.0,20.0,35.0,2020-08-09
2,Andaman and Nicobar Islands,831,500,20,1351,2020-08-10 20:00:25,1351.0,822.0,1490.0,648.0,20.0,35.0,2020-08-10
2,Andaman and Nicobar Islands,822,648,20,1490,2020-08-11 20:00:31,1490.0,896.0,1625.0,709.0,20.0,35.0,2020-08-11
2,Andaman and Nicobar Islands,896,709,20,1625,2020-08-12 20:00:44,1625.0,994.0,1764.0,749.0,21.0,35.0,2020-08-12
2,Andaman and Nicobar Islands,994,749,21,1764,2020-08-13 20:00:14,1764.0,1050.0,1900.0,829.0,21.0,35.0,2020-08-13
2,Andaman and Nicobar Islands,1050,829,21,1900,2020-08-14 20:00:29,1900.0,1091.0,2037.0,924.0,22.0,35.0,2020-08-14
2,Andaman and Nicobar Islands,1091,924,22,2037,2020-08-15 20:00:16,2037.0,1130.0,2186.0,1032.0,24.0,35.0,2020-08-15
2,Andaman and Nicobar Islands,1130,1032,24,2186,2020-08-16 20:00:14,2186.0,1154.0,2306.0,1128.0,24.0,35.0,2020-08-16
2,Andaman and Nicobar Islands,1154,1128,24,2306,2020-08-17 20:00:14,2306.0,1145.0,2399.0,1226.0,28.0,35.0,2020-08-17
2,Andaman and Nicobar Islands,1145,1226,28,2399,2020-08-18 20:00:15,2399.0,1091.0,2445.0,1325.0,29.0,35.0,2020-08-18
2,Andaman and Nicobar Islands,1091,1325,29,2445,2020-08-19 20:00:17,2445.0,1078.0,2529.0,1421.0,30.0,35.0,2020-08-19
2,Andaman and Nicobar Islands,1078,1421,30,2529,2020-08-20 20:00:15,2529.0,1045.0,2604.0,1529.0,30.0,35.0,2020-08-20
2,Andaman and Nicobar Islands,1045,1529,30,2604,2020-08-21 20:00:16,2604.0,1011.0,2680.0,1638.0,31.0,35.0,2020-08-21
2,Andaman and Nicobar Islands,1011,1638,31,2680,2020-08-22 20:00:33,2680.0,971.0,2747.0,1744.0,32.0,35.0,2020-08-22
2,Andaman and Nicobar Islands,971,1744,32,2747,2020-08-23 20:00:14,2747.0,923.0,2808.0,1853.0,32.0,35.0,2020-08-23
2,Andaman and Nicobar Islands,923,1853,32,2808,2020-08-24 20:00:13,2808.0,864.0,2860.0,1963.0,33.0,35.0,2020-08-24
2,Andaman and Nicobar Islands,864,1963,33,2860,2020-08-25 20:00:14,2860.0,777.0,2904.0,2092.0,35.0,35.0,2020-08-25
2,Andaman and Nicobar Islands,777,2092,35,2904,2020-08-26 20:00:13,2904.0,677.0,2945.0,2231.0,37.0,35.0,2020-08-26
2,Andaman and Nicobar Islands,677,2231,37,2945,2020-08-27 20:00:47,2945.0,635.0,2985.0,2309.0,41.0,35.0,2020-08-27
2,Andaman and Nicobar Islands,635,2309,41,2985,2020-08-28 20:00:36,2985.0,602.0,3018.0,2374.0,42.0,35.0,2020-08-28
2,Andaman and Nicobar Islands,602,2374,42,3018,2020-08-29 20:00:18,3018.0,564.0,3050.0,2444.0,42.0,35.0,2020-08-29
2,Andaman and Nicobar Islands,564,2444,42,3050,2020-08-30 20:00:18,3050.0,518.0,3081.0,2519.0,44.0,35.0,2020-08-30
2,Andaman and Nicobar Islands,518,2519,44,3081,2020-08-31 20:00:14,3081.0,473.0,3104.0,2586.0,45.0,35.0,2020-08-31
2,Andaman and Nicobar Islands,473,2586,45,3104,2020-09-01 20:00:13,3104.0,439.0,3132.0,2647.0,46.0,35.0,2020-09-01
2,Andaman and Nicobar Islands,439,2647,46,3132,2020-09-02 20:00:13,3132.0,400.0,3160.0,2714.0,46.0,35.0,2020-09-02
2,Andaman and Nicobar Islands,400,2714,46,3160,2020-09-03 20:00:13,3160.0,381.0,3186.0,2758.0,47.0,35.0,2020-09-03
2,Andaman and Nicobar Islands,381,2758,47,3186,2020-09-04 20:00:13,3186.0,352.0,3223.0,2823.0,48.0,35.0,2020-09-04
2,Andaman and Nicobar Islands,352,2823,48,3223,2020-09-05 16:00:13,3223.0,345.0,3257.0,2863.0,49.0,35.0,2020-09-05
2,Andaman and Nicobar Islands,345,2863,49,3257,2020-09-06 20:00:14,3257.0,338.0,3292.0,2904.0,50.0,35.0,2020-09-06
2,Andaman and Nicobar Islands,338,2904,50,3292,2020-09-07 20:00:13,3292.0,331.0,3332.0,2951.0,50.0,35.0,2020-09-07
2,Andaman and Nicobar Islands,331,2951,50,3332,2020-09-08 20:00:13,3332.0,312.0,3359.0,2997.0,50.0,35.0,2020-09-08
2,Andaman and Nicobar Islands,312,2997,50,3359,2020-09-09 20:00:17,3359.0,307.0,3392.0,3035.0,50.0,35.0,2020-09-09
2,Andaman and Nicobar Islands,307,3035,50,3392,2020-09-10 20:00:14,3392.0,297.0,3426.0,3078.0,51.0,35.0,2020-09-10
2,Andaman and Nicobar Islands,297,3078,51,3426,2020-09-11 20:00:34,3426.0,293.0,3465.0,3121.0,51.0,35.0,2020-09-11
2,Andaman and Nicobar Islands,293,3121,51,3465,2020-09-12 20:00:55,3465.0,286.0,3494.0,3157.0,51.0,35.0,2020-09-12
2,Andaman and Nicobar Islands,286,3157,51,3494,2020-09-13 20:00:16,3494.0,268.0,3521.0,3202.0,51.0,35.0,2020-09-13
2,Andaman and Nicobar Islands,268,3202,51,3521,2020-09-14 20:00:15,3521.0,252.0,3546.0,3243.0,51.0,35.0,2020-09-14
2,Andaman and Nicobar Islands,252,3243,51,3546,2020-09-15 20:00:18,3546.0,227.0,3557.0,3278.0,52.0,35.0,2020-09-15
2,Andaman and Nicobar Islands,227,3278,52,3557,2020-09-16 16:00:15,3557.0,204.0,3574.0,3318.0,52.0,35.0,2020-09-16
2,Andaman and Nicobar Islands,204,3318,52,3574,2020-09-17 20:00:32,3574.0,196.0,3593.0,3345.0,52.0,35.0,2020-09-17
2,Andaman and Nicobar Islands,196,3345,52,3593,2020-09-18 20:00:13,3593.0,174.0,3604.0,3378.0,52.0,35.0,2020-09-18
2,Andaman and Nicobar Islands,174,3378,52,3604,2020-09-19 20:00:14,3604.0,165.0,3631.0,3414.0,52.0,35.0,2020-09-19
2,Andaman and Nicobar Islands,165,3414,52,3631,2020-09-20 20:00:32,3631.0,156.0,3644.0,3436.0,52.0,35.0,2020-09-20
2,Andaman and Nicobar Islands,156,3436,52,3644,2020-09-21 20:00:13,3644.0,147.0,3651.0,3452.0,52.0,35.0,2020-09-21
2,Andaman and Nicobar Islands,147,3452,52,3651,2020-09-22 20:00:17,3651.0,152.0,3673.0,3469.0,52.0,35.0,2020-09-22
2,Andaman and Nicobar Islands,152,3469,52,3673,2020-09-23 20:00:35,3673.0,160.0,3691.0,3479.0,52.0,35.0,2020-09-23
2,Andaman and Nicobar Islands,160,3479,52,3691,2020-09-24 20:00:13,3691.0,166.0,3712.0,3494.0,52.0,35.0,2020-09-24
2,Andaman and Nicobar Islands,166,3494,52,3712,2020-09-25 20:00:13,3712.0,189.0,3744.0,3503.0,52.0,35.0,2020-09-25
2,Andaman and Nicobar Islands,189,3503,52,3744,2020-09-26 20:00:34,3744.0,179.0,3759.0,3528.0,52.0,35.0,2020-09-26
2,Andaman and Nicobar Islands,179,3528,52,3759,2020-09-27 20:00:34,3759.0,171.0,3774.0,3551.0,52.0,35.0,2020-09-27
2,Andaman and Nicobar Islands,171,3551,52,3774,2020-09-28 20:00:13,3774.0,188.0,3794.0,3553.0,53.0,35.0,2020-09-28
2,Andaman and Nicobar Islands,188,3553,53,3794,2020-09-29 20:00:13,3794.0,168.0,3803.0,3582.0,53.0,35.0,2020-09-29
2,Andaman and Nicobar Islands,168,3582,53,3803,2020-09-30 20:00:18,3803.0,181.0,3821.0,3587.0,53.0,35.0,2020-09-30
2,Andaman and Nicobar Islands,181,3587,53,3821,2020-10-01 20:00:13,3821.0,174.0,3835.0,3608.0,53.0,35.0,2020-10-01
2,Andaman and Nicobar Islands,174,3608,53,3835,2020-10-02 20:00:13,3835.0,172.0,3848.0,3623.0,53.0,35.0,2020-10-02
2,Andaman and Nicobar Islands,172,3623,53,3848,2020-10-03 20:00:13,3848.0,174.0,3858.0,3631.0,53.0,35.0,2020-10-03
2,Andaman and Nicobar Islands,174,3631,53,3858,2020-10-04 20:00:19,3858.0,173.0,3868.0,3642.0,53.0,35.0,2020-10-04
2,Andaman and Nicobar Islands,173,3642,53,3868,2020-10-05 20:00:54,3868.0,182.0,3884.0,3649.0,53.0,35.0,2020-10-05
2,Andaman and Nicobar Islands,182,3649,53,3884,2020-10-06 20:00:49,3884.0,186.0,3899.0,3659.0,54.0,35.0,2020-10-06
2,Andaman and Nicobar Islands,186,3659,54,3899,2020-10-07 20:00:13,3899.0,180.0,3912.0,3678.0,54.0,35.0,2020-10-07
2,Andaman and Nicobar Islands,180,3678,54,3912,2020-10-08 20:00:57,3912.0,185.0,3935.0,3696.0,54.0,35.0,2020-10-08
2,Andaman and Nicobar Islands,185,3696,54,3935,2020-10-09 20:00:49,3935.0,190.0,3952.0,3707.0,55.0,35.0,2020-10-09
2,Andaman and Nicobar Islands,190,3707,55,3952,2020-10-10 20:00:13,3952.0,197.0,3976.0,3724.0,55.0,35.0,2020-10-10
2,Andaman and Nicobar Islands,197,3724,55,3976,2020-10-11 20:00:18,3976.0,193.0,3992.0,3744.0,55.0,35.0,2020-10-11
2,Andaman and Nicobar Islands,193,3744,55,3992,2020-10-12 20:00:42,3992.0,186.0,4005.0,3764.0,55.0,35.0,2020-10-12
2,Andaman and Nicobar Islands,186,3764,55,4005,2020-10-13 20:00:19,4005.0,198.0,4023.0,3770.0,55.0,35.0,2020-10-13
2,Andaman and Nicobar Islands,198,3770,55,4023,2020-10-14 12:00:13,4023.0,199.0,4036.0,3782.0,55.0,35.0,2020-10-14
2,Andaman and Nicobar Islands,199,3782,55,4036,2020-10-15 20:00:21,4036.0,195.0,4046.0,3796.0,55.0,35.0,2020-10-15
2,Andaman and Nicobar Islands,195,3796,55,4046,2020-10-16 20:00:17,4046.0,190.0,4062.0,3817.0,55.0,35.0,2020-10-16
2,Andaman and Nicobar Islands,190,3817,55,4062,2020-10-17 20:00:14,4062.0,185.0,4072.0,3831.0,56.0,35.0,2020-10-17
2,Andaman and Nicobar Islands,185,3831,56,4072,2020-10-18 16:00:18,4072.0,179.0,4083.0,3848.0,56.0,35.0,2020-10-18
2,Andaman and Nicobar Islands,179,3848,56,4083,2020-10-19 20:00:22,4083.0,184.0,4108.0,3868.0,56.0,35.0,2020-10-19
2,Andaman and Nicobar Islands,184,3868,56,4108,2020-10-20 20:00:19,4108.0,178.0,4126.0,3892.0,56.0,35.0,2020-10-20
2,Andaman and Nicobar Islands,178,3892,56,4126,2020-10-21 20:00:18,4126.0,183.0,4141.0,3902.0,56.0,35.0,2020-10-21
2,Andaman and Nicobar Islands,183,3902,56,4141,2020-10-22 20:00:13,4141.0,199.0,4168.0,3913.0,56.0,35.0,2020-10-22
2,Andaman and Nicobar Islands,199,3913,56,4168,2020-10-23 20:00:34,4168.0,190.0,4184.0,3937.0,57.0,35.0,2020-10-23
2,Andaman and Nicobar Islands,190,3937,57,4184,2020-10-24 20:00:13,4184.0,204.0,4207.0,3945.0,58.0,35.0,2020-10-24
2,Andaman and Nicobar Islands,204,3945,58,4207,2020-10-25 20:00:13,4207.0,199.0,4225.0,3968.0,58.0,35.0,2020-10-25
2,Andaman and Nicobar Islands,199,3968,58,4225,2020-10-26 20:00:13,4225.0,204.0,4245.0,3983.0,58.0,35.0,2020-10-26
2,Andaman and Nicobar Islands,204,3983,58,4245,2020-10-27 20:00:13,4245.0,198.0,4253.0,3997.0,58.0,35.0,2020-10-27
2,Andaman and Nicobar Islands,198,3997,58,4253,2020-10-28 20:00:18,4253.0,197.0,4274.0,4019.0,58.0,35.0,2020-10-28
2,Andaman and Nicobar Islands,197,4019,58,4274,2020-10-29 20:00:17,4274.0,192.0,4289.0,4039.0,58.0,35.0,2020-10-29
2,Andaman and Nicobar Islands,192,4039,58,4289,2020-10-30 20:00:18,4289.0,192.0,4305.0,4054.0,59.0,35.0,2020-10-30
2,Andaman and Nicobar Islands,192,4054,59,4305,2020-10-31 20:00:13,4305.0,182.0,4317.0,4076.0,59.0,35.0,2020-10-31
2,Andaman and Nicobar Islands,182,4076,59,4317,2020-11-01 20:00:17,4317.0,173.0,4332.0,4100.0,59.0,35.0,2020-11-01
2,Andaman and Nicobar Islands,173,4100,59,4332,2020-11-02 20:00:18,4332.0,168.0,4340.0,4112.0,60.0,35.0,2020-11-02
2,Andaman and Nicobar Islands,168,4112,60,4340,2020-11-03 20:00:17,4340.0,160.0,4352.0,4132.0,60.0,35.0,2020-11-03
2,Andaman and Nicobar Islands,160,4132,60,4352,2020-11-04 20:00:17,4352.0,159.0,4372.0,4153.0,60.0,35.0,2020-11-04
2,Andaman and Nicobar Islands,159,4153,60,4372,2020-11-05 20:00:12,4372.0,166.0,4389.0,4163.0,60.0,35.0,2020-11-05
2,Andaman and Nicobar Islands,166,4163,60,4389,2020-11-06 20:00:16,4389.0,168.0,4403.0,4175.0,60.0,35.0,2020-11-06
2,Andaman and Nicobar Islands,168,4175,60,4403,2020-11-07 20:00:13,4403.0,166.0,4420.0,4194.0,60.0,35.0,2020-11-07
2,Andaman and Nicobar Islands,166,4194,60,4420,2020-11-08 20:00:17,4420.0,175.0,4441.0,4206.0,60.0,35.0,2020-11-08
2,Andaman and Nicobar Islands,175,4206,60,4441,2020-11-09 20:00:19,4441.0,169.0,4450.0,4221.0,60.0,35.0,2020-11-09
2,Andaman and Nicobar Islands,169,4221,60,4450,2020-11-10 20:00:17,4450.0,164.0,4463.0,4239.0,60.0,35.0,2020-11-10
2,Andaman and Nicobar Islands,164,4239,60,4463,2020-11-11 20:00:13,4463.0,162.0,4477.0,4255.0,60.0,35.0,2020-11-11
2,Andaman and Nicobar Islands,162,4255,60,4477,2020-11-12 20:00:13,4477.0,167.0,4494.0,4267.0,60.0,35.0,2020-11-12
2,Andaman and Nicobar Islands,167,4267,60,4494,2020-11-13 20:00:17,4494.0,164.0,4507.0,4282.0,61.0,35.0,2020-11-13
2,Andaman and Nicobar Islands,164,4282,61,4507,2020-11-14 20:00:13,4507.0,153.0,4518.0,4304.0,61.0,35.0,2020-11-14
2,Andaman and Nicobar Islands,153,4304,61,4518,2020-11-15 20:00:17,4518.0,151.0,4527.0,4315.0,61.0,35.0,2020-11-15
2,Andaman and Nicobar Islands,151,4315,61,4527,2020-11-16 20:00:13,4527.0,145.0,4536.0,4330.0,61.0,35.0,2020-11-16
2,Andaman and Nicobar Islands,145,4330,61,4536,2020-11-17 20:00:14,4536.0,150.0,4557.0,4346.0,61.0,35.0,2020-11-17
2,Andaman and Nicobar Islands,150,4346,61,4557,2020-11-18 20:00:17,4557.0,150.0,4574.0,4363.0,61.0,35.0,2020-11-18
2,Andaman and Nicobar Islands,150,4363,61,4574,2020-11-19 20:00:17,4574.0,154.0,4593.0,4378.0,61.0,35.0,2020-11-19
2,Andaman and Nicobar Islands,154,4378,61,4593,2020-11-20 20:00:17,4593.0,145.0,4604.0,4398.0,61.0,35.0,2020-11-20
2,Andaman and Nicobar Islands,145,4398,61,4604,2020-11-21 20:00:18,4604.0,148.0,4617.0,4408.0,61.0,35.0,2020-11-21
2,Andaman and Nicobar Islands,148,4408,61,4617,2020-11-22 20:00:13,4617.0,142.0,4631.0,4428.0,61.0,35.0,2020-11-22
2,Andaman and Nicobar Islands,142,4428,61,4631,2020-11-23 20:00:13,4631.0,140.0,4641.0,4440.0,61.0,35.0,2020-11-23
2,Andaman and Nicobar Islands,140,4440,61,4641,2020-11-24 20:00:17,4641.0,142.0,4656.0,4453.0,61.0,35.0,2020-11-24
2,Andaman and Nicobar Islands,142,4453,61,4656,2020-11-25 20:00:18,4656.0,142.0,4667.0,4464.0,61.0,35.0,2020-11-25
2,Andaman and Nicobar Islands,142,4464,61,4667,2020-11-26 20:00:17,4667.0,137.0,4677.0,4479.0,61.0,35.0,2020-11-26
2,Andaman and Nicobar Islands,137,4479,61,4677,2020-11-27 20:00:13,4677.0,130.0,4682.0,4491.0,61.0,35.0,2020-11-27
2,Andaman and Nicobar Islands,130,4491,61,4682,2020-11-28 20:00:16,4682.0,120.0,4689.0,4508.0,61.0,35.0,2020-11-28
2,Andaman and Nicobar Islands,120,4508,61,4689,2020-11-29 20:00:16,4689.0,119.0,4698.0,4518.0,61.0,35.0,2020-11-29
2,Andaman and Nicobar Islands,119,4518,61,4698,2020-11-30 20:00:17,4698.0,106.0,4704.0,4537.0,61.0,35.0,2020-11-30
2,Andaman and Nicobar Islands,106,4537,61,4704,2020-12-01 20:00:13,4704.0,99.0,4710.0,4550.0,61.0,35.0,2020-12-01
2,Andaman and Nicobar Islands,99,4550,61,4710,2020-12-02 20:00:13,4710.0,91.0,4718.0,4566.0,61.0,35.0,2020-12-02
2,Andhra Pradesh,22260,21763,586,44609,2020-07-19,,,,,,,2020-07-19
2,Andhra Pradesh,26118,22890,642,49650,2020-07-20,,,,,,,2020-07-20
2,Andhra Pradesh,28800,24228,696,53724,2020-07-21,,,,,,,2020-07-21
2,Andhra Pradesh,32336,25574,758,58668,2020-07-22,,,,,,,2020-07-22
2,Andhra Pradesh,31763,32127,823,64713,2020-07-23 10:49:43,,,,,,,2020-07-23
2,Andhra Pradesh,34272,37555,884,72711,2020-07-24 15:21:33,,,,,,,2020-07-24
2,Andhra Pradesh,39990,39935,933,80858,2020-07-25 20:49:42,,,,,,,2020-07-25
2,Andhra Pradesh,44431,43255,985,88671,2020-07-26 11:38,,,,,,,2020-07-26
2,Andhra Pradesh,48956,46301,1041,96298,2020-07-27 10:20:57,,,,,,,2020-07-27
1,Andhra Pradesh,51701,49558,1090,102349,2020-07-29 21:00:27,102349.0,56527.0,110297.0,52622.0,1148.0,28.0,2020-07-29
1,Andhra Pradesh,56527,52622,1148,110297,2020-07-30 18:00:13,110297.0,63771.0,120390.0,55406.0,1213.0,28.0,2020-07-30
1,Andhra Pradesh,63771,55406,1213,120390,2020-07-31 18:00:13,120390.0,69252.0,130557.0,60024.0,1281.0,28.0,2020-07-31
1,Andhra Pradesh,69252,60024,1281,130557,2020-08-01 18:00:13,130557.0,75720.0,140933.0,63864.0,1349.0,28.0,2020-08-01
1,Andhra Pradesh,75720,63864,1349,140933,2020-08-02 18:00:12,140933.0,72188.0,150209.0,76614.0,1407.0,28.0,2020-08-02
1,Andhra Pradesh,72188,76614,1407,150209,2020-08-03 18:00:13,150209.0,74404.0,158764.0,82886.0,1474.0,28.0,2020-08-03
1,Andhra Pradesh,74404,82886,1474,158764,2020-08-04 18:00:12,158764.0,76377.0,166586.0,88672.0,1537.0,28.0,2020-08-04
1,Andhra Pradesh,76377,88672,1537,166586,2020-08-05 18:00:13,166586.0,79104.0,176333.0,95625.0,1604.0,28.0,2020-08-05
1,Andhra Pradesh,79104,95625,1604,176333,2020-08-06 18:00:12,176333.0,80426.0,186461.0,104354.0,1681.0,28.0,2020-08-06
1,Andhra Pradesh,80426,104354,1681,186461,2020-08-07 18:00:12,186461.0,82166.0,196789.0,112870.0,1753.0,28.0,2020-08-07
1,Andhra Pradesh,82166,112870,1753,196789,2020-08-08 20:00:24,196789.0,84654.0,206960.0,120464.0,1842.0,28.0,2020-08-08
1,Andhra Pradesh,84654,120464,1842,206960,2020-08-09 20:00:13,206960.0,85486.0,217040.0,129615.0,1939.0,28.0,2020-08-09
1,Andhra Pradesh,85486,129615,1939,217040,2020-08-10 20:00:25,217040.0,87112.0,227860.0,138712.0,2036.0,28.0,2020-08-10
1,Andhra Pradesh,87112,138712,2036,227860,2020-08-11 20:00:31,227860.0,87773.0,235525.0,145636.0,2116.0,28.0,2020-08-11
1,Andhra Pradesh,87773,145636,2116,235525,2020-08-12 20:00:44,235525.0,87597.0,244549.0,154749.0,2203.0,28.0,2020-08-12
1,Andhra Pradesh,87597,154749,2203,244549,2020-08-13 20:00:14,244549.0,90425.0,254146.0,161425.0,2296.0,28.0,2020-08-13
1,Andhra Pradesh,90425,161425,2296,254146,2020-08-14 20:00:29,254146.0,90780.0,264142.0,170984.0,2378.0,28.0,2020-08-14
1,Andhra Pradesh,90780,170984,2378,264142,2020-08-15 20:00:16,264142.0,89907.0,273085.0,180703.0,2475.0,28.0,2020-08-15
1,Andhra Pradesh,89907,180703,2475,273085,2020-08-16 20:00:14,273085.0,88138.0,281817.0,191117.0,2562.0,28.0,2020-08-16
1,Andhra Pradesh,88138,191117,2562,281817,2020-08-17 20:00:14,281817.0,85945.0,289829.0,201234.0,2650.0,28.0,2020-08-17
1,Andhra Pradesh,85945,201234,2650,289829,2020-08-18 20:00:15,289829.0,84777.0,296609.0,209100.0,2732.0,28.0,2020-08-18
1,Andhra Pradesh,84777,209100,2732,296609,2020-08-19 20:00:17,296609.0,85130.0,306261.0,218311.0,2820.0,28.0,2020-08-19
1,Andhra Pradesh,85130,218311,2820,306261,2020-08-20 20:00:15,306261.0,86725.0,316003.0,226372.0,2906.0,28.0,2020-08-20
1,Andhra Pradesh,86725,226372,2906,316003,2020-08-21 20:00:16,316003.0,87177.0,325396.0,235218.0,3001.0,28.0,2020-08-21
1,Andhra Pradesh,87177,235218,3001,325396,2020-08-22 20:00:33,325396.0,87803.0,334940.0,244045.0,3092.0,28.0,2020-08-22
1,Andhra Pradesh,87803,244045,3092,334940,2020-08-23 20:00:14,334940.0,89389.0,345216.0,252638.0,3189.0,28.0,2020-08-23
1,Andhra Pradesh,89389,252638,3189,345216,2020-08-24 20:00:13,345216.0,89742.0,353111.0,260087.0,3282.0,28.0,2020-08-24
1,Andhra Pradesh,89742,260087,3282,353111,2020-08-25 20:00:14,353111.0,89516.0,361712.0,268828.0,3368.0,28.0,2020-08-25
1,Andhra Pradesh,89516,268828,3368,361712,2020-08-26 20:00:13,361712.0,89932.0,371639.0,278247.0,3460.0,28.0,2020-08-26
1,Andhra Pradesh,89932,278247,3460,371639,2020-08-27 20:00:47,371639.0,92208.0,382469.0,286720.0,3541.0,28.0,2020-08-27
1,Andhra Pradesh,92208,286720,3541,382469,2020-08-28 20:00:36,382469.0,94209.0,393090.0,295248.0,3633.0,28.0,2020-08-28
1,Andhra Pradesh,94209,295248,3633,393090,2020-08-29 20:00:18,393090.0,96191.0,403616.0,303711.0,3714.0,28.0,2020-08-29
1,Andhra Pradesh,96191,303711,3714,403616,2020-08-30 20:00:18,403616.0,97681.0,414164.0,312687.0,3796.0,28.0,2020-08-30
1,Andhra Pradesh,97681,312687,3796,414164,2020-08-31 20:00:14,414164.0,99129.0,424767.0,321754.0,3884.0,28.0,2020-08-31
1,Andhra Pradesh,99129,321754,3884,424767,2020-09-01 20:00:13,424767.0,100276.0,434771.0,330526.0,3969.0,28.0,2020-09-01
1,Andhra Pradesh,100276,330526,3969,434771,2020-09-02 20:00:13,434771.0,101210.0,445139.0,339876.0,4053.0,28.0,2020-09-02
1,Andhra Pradesh,101210,339876,4053,445139,2020-09-03 20:00:13,445139.0,103076.0,455531.0,348330.0,4125.0,28.0,2020-09-03
1,Andhra Pradesh,103076,348330,4125,455531,2020-09-04 20:00:13,455531.0,103521.0,465730.0,358009.0,4200.0,28.0,2020-09-04
1,Andhra Pradesh,103521,358009,4200,465730,2020-09-05 16:00:13,465730.0,102067.0,476506.0,370163.0,4276.0,28.0,2020-09-05
1,Andhra Pradesh,102067,370163,4276,476506,2020-09-06 20:00:14,476506.0,100880.0,487331.0,382104.0,4347.0,28.0,2020-09-06
1,Andhra Pradesh,100880,382104,4347,487331,2020-09-07 20:00:13,487331.0,99689.0,498125.0,394019.0,4417.0,28.0,2020-09-07
1,Andhra Pradesh,99689,394019,4417,498125,2020-09-08 20:00:13,498125.0,97932.0,506493.0,404074.0,4487.0,28.0,2020-09-08
1,Andhra Pradesh,97932,404074,4487,506493,2020-09-09 20:00:17,506493.0,96769.0,517094.0,415765.0,4560.0,28.0,2020-09-09
1,Andhra Pradesh,96769,415765,4560,517094,2020-09-10 20:00:14,517094.0,97271.0,527512.0,425607.0,4634.0,28.0,2020-09-10
1,Andhra Pradesh,97271,425607,4634,527512,2020-09-11 20:00:34,527512.0,97338.0,537687.0,435647.0,4702.0,28.0,2020-09-11
1,Andhra Pradesh,97338,435647,4702,537687,2020-09-12 20:00:55,537687.0,96191.0,547686.0,446716.0,4779.0,28.0,2020-09-12
1,Andhra Pradesh,96191,446716,4779,547686,2020-09-13 20:00:16,547686.0,95733.0,557587.0,457008.0,4846.0,28.0,2020-09-13
1,Andhra Pradesh,95733,457008,4846,557587,2020-09-14 20:00:15,557587.0,95072.0,567123.0,467139.0,4912.0,28.0,2020-09-14
1,Andhra Pradesh,95072,467139,4912,567123,2020-09-15 20:00:18,567123.0,93204.0,575079.0,476903.0,4972.0,28.0,2020-09-15
1,Andhra Pradesh,93204,476903,4972,575079,2020-09-16 16:00:15,575079.0,92353.0,583925.0,486531.0,5041.0,28.0,2020-09-16
1,Andhra Pradesh,92353,486531,5041,583925,2020-09-17 20:00:32,583925.0,90279.0,592760.0,497376.0,5105.0,28.0,2020-09-17
1,Andhra Pradesh,90279,497376,5105,592760,2020-09-18 20:00:13,592760.0,88197.0,601462.0,508088.0,5177.0,28.0,2020-09-18
1,Andhra Pradesh,88197,508088,5177,601462,2020-09-19 20:00:14,601462.0,84423.0,609558.0,519891.0,5244.0,28.0,2020-09-19
