sno,state_name,active,cured,death,total,extract_date,positive,new_active,new_positive,new_cured,new_death,state_code,date
32,Tamil Nadu,44197,591811,10120,646128,2020-10-11 20:00:18,646128.0,44150.0,651370.0,597033.0,10187.0,33.0,2020-10-11
32,Tamil Nadu,44150,597033,10187,651370,2020-10-12 20:00:42,651370.0,44095.0,656385.0,602038.0,10252.0,33.0,2020-10-12
32,Tamil Nadu,44095,602038,10252,656385,2020-10-13 20:00:19,656385.0,43747.0,661264.0,607203.0,10314.0,33.0,2020-10-13
32,Tamil Nadu,43747,607203,10314,661264,2020-10-14 12:00:13,661264.0,43239.0,665930.0,612320.0,10371.0,33.0,2020-10-14
32,Tamil Nadu,43239,612320,10371,665930,2020-10-15 20:00:21,665930.0,42566.0,670392.0,617403.0,10423.0,33.0,2020-10-15
32,Tamil Nadu,42566,617403,10423,670392,2020-10-16 20:00:17,670392.0,41872.0,674802.0,622458.0,10472.0,33.0,2020-10-16
32,Tamil Nadu,41872,622458,10472,674802,2020-10-17 20:00:14,674802.0,40959.0,679191.0,627703.0,10529.0,33.0,2020-10-17
32,Tamil Nadu,40959,627703,10529,679191,2020-10-18 16:00:18,679191.0,40192.0,683486.0,632708.0,10586.0,33.0,2020-10-18
32,Tamil Nadu,40192,632708,10586,683486,2020-10-19 20:00:22,683486.0,39121.0,687400.0,637637.0,10642.0,33.0,2020-10-19
32,Tamil Nadu,39121,637637,10642,687400,2020-10-20 20:00:19,687400.0,38093.0,690936.0,642152.0,10691.0,33.0,2020-10-20
32,Tamil Nadu,38093,642152,10691,690936,2020-10-21 20:00:18,690936.0,36734.0,694030.0,646555.0,10741.0,33.0,2020-10-21
32,Tamil Nadu,36734,646555,10741,694030,2020-10-22 20:00:13,694030.0,35480.0,697116.0,650856.0,10780.0,33.0,2020-10-22
32,Tamil Nadu,35480,650856,10780,697116,2020-10-23 20:00:34,697116.0,34198.0,700193.0,655170.0,10825.0,33.0,2020-10-23
32,Tamil Nadu,34198,655170,10825,700193,2020-10-24 20:00:13,700193.0,32960.0,703250.0,659432.0,10858.0,33.0,2020-10-24
32,Tamil Nadu,32960,659432,10858,703250,2020-10-25 20:00:13,703250.0,31787.0,706136.0,663456.0,10893.0,33.0,2020-10-25
32,Tamil Nadu,31787,663456,10893,706136,2020-10-26 20:00:13,706136.0,30606.0,709005.0,667475.0,10924.0,33.0,2020-10-26
32,Tamil Nadu,30606,667475,10924,709005,2020-10-27 20:00:13,709005.0,29268.0,711713.0,671489.0,10956.0,33.0,2020-10-27
32,Tamil Nadu,29268,671489,10956,711713,2020-10-28 20:00:18,711713.0,27734.0,714235.0,675518.0,10983.0,33.0,2020-10-28
32,Tamil Nadu,27734,675518,10983,714235,2020-10-29 20:00:17,714235.0,26356.0,716751.0,679377.0,11018.0,33.0,2020-10-29
32,Tamil Nadu,26356,679377,11018,716751,2020-10-30 20:00:18,716751.0,24886.0,719403.0,683464.0,11053.0,33.0,2020-10-30
32,Tamil Nadu,24886,683464,11053,719403,2020-10-31 20:00:13,719403.0,23532.0,722011.0,687388.0,11091.0,33.0,2020-10-31
32,Tamil Nadu,23532,687388,11091,722011,2020-11-01 20:00:17,722011.0,22164.0,724522.0,691236.0,11122.0,33.0,2020-11-01
32,Tamil Nadu,22164,691236,11122,724522,2020-11-02 20:00:18,724522.0,20994.0,727026.0,694880.0,11152.0,33.0,2020-11-02
32,Tamil Nadu,20994,694880,11152,727026,2020-11-03 20:00:17,727026.0,19504.0,729507.0,698820.0,11183.0,33.0,2020-11-03
32,Tamil Nadu,19504,698820,11183,729507,2020-11-04 20:00:17,729507.0,19201.0,731942.0,701527.0,11214.0,33.0,2020-11-04
32,Tamil Nadu,19201,701527,11214,731942,2020-11-05 20:00:12,731942.0,19154.0,734429.0,704031.0,11244.0,33.0,2020-11-05
32,Tamil Nadu,19154,704031,11244,734429,2020-11-06 20:00:16,734429.0,19061.0,736777.0,706444.0,11272.0,33.0,2020-11-06
32,Tamil Nadu,19061,706444,11272,736777,2020-11-07 20:00:13,736777.0,19002.0,739147.0,708846.0,11299.0,33.0,2020-11-07
32,Tamil Nadu,19002,708846,11299,739147,2020-11-08 20:00:17,739147.0,18966.0,741488.0,711198.0,11324.0,33.0,2020-11-08
32,Tamil Nadu,18966,711198,11324,741488,2020-11-09 20:00:19,741488.0,18894.0,743822.0,713584.0,11344.0,33.0,2020-11-09
32,Tamil Nadu,18894,713584,11344,743822,2020-11-10 20:00:17,743822.0,18825.0,746079.0,715892.0,11362.0,33.0,2020-11-10
32,Tamil Nadu,18825,715892,11362,746079,2020-11-11 20:00:13,746079.0,18709.0,748225.0,718129.0,11387.0,33.0,2020-11-11
32,Tamil Nadu,18709,718129,11387,748225,2020-11-12 20:00:13,748225.0,18655.0,750409.0,720339.0,11415.0,33.0,2020-11-12
32,Tamil Nadu,18655,720339,11415,750409,2020-11-13 20:00:17,750409.0,18395.0,752521.0,722686.0,11440.0,33.0,2020-11-13
32,Tamil Nadu,18395,722686,11440,752521,2020-11-14 20:00:13,752521.0,17748.0,754460.0,725258.0,11454.0,33.0,2020-11-14
32,Tamil Nadu,17748,725258,11454,754460,2020-11-15 20:00:17,754460.0,17154.0,756372.0,727752.0,11466.0,33.0,2020-11-15
32,Tamil Nadu,17154,727752,11466,756372,2020-11-16 20:00:13,756372.0,16441.0,758191.0,730272.0,11478.0,33.0,2020-11-16
32,Tamil Nadu,16441,730272,11478,758191,2020-11-17 20:00:14,758191.0,15765.0,759916.0,732656.0,11495.0,33.0,2020-11-17
32,Tamil Nadu,15765,732656,11495,759916,2020-11-18 20:00:17,759916.0,15085.0,761568.0,734970.0,11513.0,33.0,2020-11-18
32,Tamil Nadu,15085,734970,11513,761568,2020-11-19 20:00:17,761568.0,14470.0,763282.0,737281.0,11531.0,33.0,2020-11-19
32,Tamil Nadu,14470,737281,11531,763282,2020-11-20 20:00:17,763282.0,13907.0,764989.0,739532.0,11550.0,33.0,2020-11-20
32,Tamil Nadu,13907,739532,11550,764989,2020-11-21 20:00:18,764989.0,13404.0,766677.0,741705.0,11568.0,33.0,2020-11-21
32,Tamil Nadu,13404,741705,11568,766677,2020-11-22 20:00:13,766677.0,12916.0,768340.0,743838.0,11586.0,33.0,2020-11-22
32,Tamil Nadu,12916,743838,11586,768340,2020-11-23 20:00:13,768340.0,12542.0,769995.0,745848.0,11605.0,33.0,2020-11-23
32,Tamil Nadu,12542,745848,11605,769995,2020-11-24 20:00:17,769995.0,12245.0,771619.0,747752.0,11622.0,33.0,2020-11-24
32,Tamil Nadu,12245,747752,11622,771619,2020-11-25 20:00:18,771619.0,11875.0,773176.0,749662.0,11639.0,33.0,2020-11-25
32,Tamil Nadu,11875,749662,11639,773176,2020-11-26 20:00:17,773176.0,11520.0,774710.0,751535.0,11655.0,33.0,2020-11-26
32,Tamil Nadu,11520,751535,11655,774710,2020-11-27 20:00:13,774710.0,11173.0,776174.0,753332.0,11669.0,33.0,2020-11-27
32,Tamil Nadu,11173,753332,11669,776174,2020-11-28 20:00:16,776174.0,11109.0,777616.0,754826.0,11681.0,33.0,2020-11-28
32,Tamil Nadu,11109,754826,11681,777616,2020-11-29 20:00:16,777616.0,11073.0,779046.0,756279.0,11694.0,33.0,2020-11-29
32,Tamil Nadu,11073,756279,11694,779046,2020-11-30 20:00:17,779046.0,11052.0,780505.0,757750.0,11703.0,33.0,2020-11-30
32,Tamil Nadu,11052,757750,11703,780505,2020-12-01 20:00:13,780505.0,10997.0,781915.0,759206.0,11712.0,33.0,2020-12-01
32,Tamil Nadu,10997,759206,11712,781915,2020-12-02 20:00:13,781915.0,10980.0,783319.0,760617.0,11722.0,33.0,2020-12-02
31,Telangana,12764,30607,409,43780,2020-07-19,,,,,,,2020-07-19
31,Telangana,12223,32438,415,45076,2020-07-20,,,,,,,2020-07-20
31,Telangana,11529,34323,422,46274,2020-07-21,,,,,,,2020-07-21
31,Telangana,9891,37385,429,47705,2020-07-22,,,,,,,2020-07-22
31,Telangana,11155,37666,438,49259,2020-07-23 10:49:43,,,,,,,2020-07-23
31,Telangana,11052,39327,447,50826,2020-07-24 15:21:33,,,,,,,2020-07-24
31,Telangana,11677,40334,455,52466,2020-07-25 20:49:42,,,,,,,2020-07-25
31,Telangana,11677,40334,455,52466,2020-07-26 11:38,,,,,,,2020-07-26
31,Telangana,12264,41332,463,54059,2020-07-27 10:20:57,,,,,,,2020-07-27
34,Telangana,13753,42909,480,57142,2020-07-29 21:00:27,57142.0,13753.0,57142.0,42909.0,480.0,36.0,2020-07-29
34,Telangana,13753,42909,480,57142,2020-07-30 18:00:13,57142.0,14663.0,58906.0,43751.0,492.0,36.0,2020-07-30
34,Telangana,14663,43751,492,58906,2020-07-31 18:00:13,58906.0,15640.0,60717.0,44572.0,505.0,36.0,2020-07-31
34,Telangana,15640,44572,505,60717,2020-08-01 18:00:13,60717.0,16796.0,62703.0,45388.0,519.0,36.0,2020-08-01
34,Telangana,16796,45388,519,62703,2020-08-02 18:00:12,62703.0,17754.0,64786.0,46502.0,530.0,36.0,2020-08-02
34,Telangana,17754,46502,530,64786,2020-08-03 18:00:13,64786.0,18547.0,66677.0,47590.0,540.0,36.0,2020-08-03
34,Telangana,18547,47590,540,66677,2020-08-04 18:00:12,66677.0,18708.0,68946.0,49675.0,563.0,36.0,2020-08-04
34,Telangana,18708,49675,563,68946,2020-08-05 18:00:13,68946.0,19568.0,70958.0,50814.0,576.0,36.0,2020-08-05
34,Telangana,19568,50814,576,70958,2020-08-06 18:00:12,70958.0,20358.0,73050.0,52103.0,589.0,36.0,2020-08-06
34,Telangana,20358,52103,589,73050,2020-08-07 18:00:12,73050.0,21417.0,75257.0,53239.0,601.0,36.0,2020-08-07
34,Telangana,21417,53239,601,75257,2020-08-08 20:00:24,75257.0,22568.0,77513.0,54330.0,615.0,36.0,2020-08-08
34,Telangana,22568,54330,615,77513,2020-08-09 20:00:13,77513.0,22869.0,79495.0,55999.0,627.0,36.0,2020-08-09
34,Telangana,22869,55999,627,79495,2020-08-10 20:00:25,79495.0,22528.0,80751.0,57586.0,637.0,36.0,2020-08-10
34,Telangana,22528,57586,637,80751,2020-08-11 20:00:31,80751.0,22628.0,82647.0,59374.0,645.0,36.0,2020-08-11
34,Telangana,22628,59374,645,82647,2020-08-12 20:00:44,82647.0,22596.0,84544.0,61294.0,654.0,36.0,2020-08-12
34,Telangana,22596,61294,654,84544,2020-08-13 20:00:14,84544.0,22736.0,86475.0,63074.0,665.0,36.0,2020-08-13
34,Telangana,22736,63074,665,86475,2020-08-14 20:00:29,86475.0,23438.0,88396.0,64284.0,674.0,36.0,2020-08-14
34,Telangana,23438,64284,674,88396,2020-08-15 20:00:16,88396.0,23379.0,90259.0,66196.0,684.0,36.0,2020-08-15
34,Telangana,23379,66196,684,90259,2020-08-16 20:00:14,90259.0,22542.0,91361.0,68126.0,693.0,36.0,2020-08-16
34,Telangana,22542,68126,693,91361,2020-08-17 20:00:14,91361.0,21420.0,92255.0,70132.0,703.0,36.0,2020-08-17
34,Telangana,21420,70132,703,92255,2020-08-18 20:00:15,92255.0,21024.0,93937.0,72202.0,711.0,36.0,2020-08-18
34,Telangana,21024,72202,711,93937,2020-08-19 20:00:17,93937.0,20990.0,95700.0,73991.0,719.0,36.0,2020-08-19
34,Telangana,20990,73991,719,95700,2020-08-20 20:00:15,95700.0,21509.0,97424.0,75186.0,729.0,36.0,2020-08-20
34,Telangana,21509,75186,729,97424,2020-08-21 20:00:16,97424.0,21687.0,99391.0,76967.0,737.0,36.0,2020-08-21
34,Telangana,21687,76967,737,99391,2020-08-22 20:00:33,99391.0,22386.0,101865.0,78735.0,744.0,36.0,2020-08-22
34,Telangana,22386,78735,744,101865,2020-08-23 20:00:14,101865.0,22908.0,104249.0,80586.0,755.0,36.0,2020-08-23
34,Telangana,22908,80586,755,104249,2020-08-24 20:00:13,104249.0,22919.0,106091.0,82411.0,761.0,36.0,2020-08-24
34,Telangana,22919,82411,761,106091,2020-08-25 20:00:14,106091.0,23737.0,108670.0,84163.0,770.0,36.0,2020-08-25
34,Telangana,23737,84163,770,108670,2020-08-26 20:00:13,108670.0,25685.0,111688.0,85223.0,780.0,36.0,2020-08-26
34,Telangana,25685,85223,780,111688,2020-08-27 20:00:47,111688.0,27600.0,114483.0,86095.0,788.0,36.0,2020-08-27
34,Telangana,27600,86095,788,114483,2020-08-28 20:00:36,114483.0,28941.0,117415.0,87675.0,799.0,36.0,2020-08-28
34,Telangana,28941,87675,799,117415,2020-08-29 20:00:18,117415.0,30008.0,120166.0,89350.0,808.0,36.0,2020-08-29
34,Telangana,30008,89350,808,120166,2020-08-30 20:00:18,120166.0,31284.0,123090.0,90988.0,818.0,36.0,2020-08-30
34,Telangana,31284,90988,818,123090,2020-08-31 20:00:14,123090.0,31299.0,124963.0,92837.0,827.0,36.0,2020-08-31
34,Telangana,31299,92837,827,124963,2020-09-01 20:00:13,124963.0,31699.0,127697.0,95162.0,836.0,36.0,2020-09-01
34,Telangana,31699,95162,836,127697,2020-09-02 20:00:13,127697.0,32341.0,130589.0,97402.0,846.0,36.0,2020-09-02
34,Telangana,32341,97402,846,130589,2020-09-03 20:00:13,130589.0,32537.0,133406.0,100013.0,856.0,36.0,2020-09-03
34,Telangana,32537,100013,856,133406,2020-09-04 20:00:13,133406.0,32994.0,135884.0,102024.0,866.0,36.0,2020-09-04
34,Telangana,32994,102024,866,135884,2020-09-05 16:00:13,135884.0,32915.0,138395.0,104603.0,877.0,36.0,2020-09-05
34,Telangana,32915,104603,877,138395,2020-09-06 20:00:14,138395.0,32553.0,140969.0,107530.0,886.0,36.0,2020-09-06
34,Telangana,32553,107530,886,140969,2020-09-07 20:00:13,140969.0,31635.0,142771.0,110241.0,895.0,36.0,2020-09-07
34,Telangana,31635,110241,895,142771,2020-09-08 20:00:13,142771.0,31670.0,145163.0,112587.0,906.0,36.0,2020-09-08
34,Telangana,31670,112587,906,145163,2020-09-09 20:00:17,145163.0,31654.0,147642.0,115072.0,916.0,36.0,2020-09-09
34,Telangana,31654,115072,916,147642,2020-09-10 20:00:14,147642.0,32106.0,150176.0,117143.0,927.0,36.0,2020-09-10
34,Telangana,32106,117143,927,150176,2020-09-11 20:00:34,150176.0,32195.0,152602.0,119467.0,940.0,36.0,2020-09-11
34,Telangana,32195,119467,940,152602,2020-09-12 20:00:55,152602.0,32005.0,154880.0,121925.0,950.0,36.0,2020-09-12
34,Telangana,32005,121925,950,154880,2020-09-13 20:00:16,154880.0,31607.0,157096.0,124528.0,961.0,36.0,2020-09-13
34,Telangana,31607,124528,961,157096,2020-09-14 20:00:15,157096.0,30532.0,158513.0,127007.0,974.0,36.0,2020-09-14
34,Telangana,30532,127007,974,158513,2020-09-15 20:00:18,158513.0,30400.0,160571.0,129187.0,984.0,36.0,2020-09-15
34,Telangana,30400,129187,984,160571,2020-09-16 16:00:15,160571.0,30401.0,162844.0,131447.0,996.0,36.0,2020-09-16
34,Telangana,30401,131447,996,162844,2020-09-17 20:00:32,162844.0,30443.0,165003.0,133555.0,1005.0,36.0,2020-09-17
34,Telangana,30443,133555,1005,165003,2020-09-18 20:00:13,165003.0,30673.0,167046.0,135357.0,1016.0,36.0,2020-09-18
34,Telangana,30673,135357,1016,167046,2020-09-19 20:00:14,167046.0,30636.0,169169.0,137508.0,1025.0,36.0,2020-09-19
34,Telangana,30636,137508,1025,169169,2020-09-20 20:00:32,169169.0,30573.0,171306.0,139700.0,1033.0,36.0,2020-09-20
34,Telangana,30573,139700,1033,171306,2020-09-21 20:00:13,171306.0,29636.0,172608.0,141930.0,1042.0,36.0,2020-09-21
34,Telangana,29636,141930,1042,172608,2020-09-22 20:00:17,172608.0,29649.0,174774.0,144073.0,1052.0,36.0,2020-09-22
34,Telangana,29649,144073,1052,174774,2020-09-23 20:00:35,174774.0,29873.0,177070.0,146135.0,1062.0,36.0,2020-09-23
34,Telangana,29873,146135,1062,177070,2020-09-24 20:00:13,177070.0,30037.0,179246.0,148139.0,1070.0,36.0,2020-09-24
34,Telangana,30037,148139,1070,179246,2020-09-25 20:00:13,179246.0,30387.0,181627.0,150160.0,1080.0,36.0,2020-09-25
34,Telangana,30387,150160,1080,181627,2020-09-26 20:00:34,181627.0,30334.0,183866.0,152441.0,1091.0,36.0,2020-09-26
34,Telangana,30334,152441,1091,183866,2020-09-27 20:00:34,183866.0,30234.0,185833.0,154499.0,1100.0,36.0,2020-09-27
34,Telangana,30234,154499,1100,185833,2020-09-28 20:00:13,185833.0,29673.0,187211.0,156431.0,1107.0,36.0,2020-09-28
34,Telangana,29673,156431,1107,187211,2020-09-29 20:00:13,187211.0,29477.0,189283.0,158690.0,1116.0,36.0,2020-09-29
34,Telangana,29477,158690,1116,189283,2020-09-30 20:00:18,189283.0,29326.0,191386.0,160933.0,1127.0,36.0,2020-09-30
34,Telangana,29326,160933,1127,191386,2020-10-01 20:00:13,191386.0,29058.0,193600.0,163407.0,1135.0,36.0,2020-10-01
34,Telangana,29058,163407,1135,193600,2020-10-02 20:00:13,193600.0,28620.0,195609.0,165844.0,1145.0,36.0,2020-10-02
34,Telangana,28620,165844,1145,195609,2020-10-03 20:00:13,195609.0,28328.0,197327.0,167846.0,1153.0,36.0,2020-10-03
34,Telangana,28328,167846,1153,197327,2020-10-04 20:00:19,197327.0,27901.0,199276.0,170212.0,1163.0,36.0,2020-10-04
34,Telangana,27901,170212,1163,199276,2020-10-05 20:00:54,199276.0,27052.0,200611.0,172388.0,1171.0,36.0,2020-10-05
34,Telangana,27052,172388,1171,200611,2020-10-06 20:00:49,200611.0,26644.0,202594.0,174769.0,1181.0,36.0,2020-10-06
34,Telangana,26644,174769,1181,202594,2020-10-07 20:00:13,202594.0,26551.0,204748.0,177008.0,1189.0,36.0,2020-10-07
34,Telangana,26551,177008,1189,204748,2020-10-08 20:00:57,204748.0,26368.0,206644.0,179075.0,1201.0,36.0,2020-10-08
34,Telangana,26368,179075,1201,206644,2020-10-09 20:00:49,206644.0,26374.0,208535.0,180953.0,1208.0,36.0,2020-10-09
34,Telangana,26374,180953,1208,208535,2020-10-10 20:00:13,208535.0,26104.0,210346.0,183025.0,1217.0,36.0,2020-10-10
34,Telangana,26104,183025,1217,210346,2020-10-11 20:00:18,210346.0,25713.0,212063.0,185128.0,1222.0,36.0,2020-10-11
34,Telangana,25713,185128,1222,212063,2020-10-12 20:00:42,212063.0,24514.0,213084.0,187342.0,1228.0,36.0,2020-10-12
34,Telangana,24514,187342,1228,213084,2020-10-13 20:00:19,213084.0,24208.0,214792.0,189351.0,1233.0,36.0,2020-10-13
34,Telangana,24208,189351,1233,214792,2020-10-14 12:00:13,214792.0,23728.0,216238.0,191269.0,1241.0,36.0,2020-10-14
34,Telangana,23728,191269,1241,216238,2020-10-15 20:00:21,216238.0,23203.0,217670.0,193218.0,1249.0,36.0,2020-10-15
34,Telangana,23203,193218,1249,217670,2020-10-16 20:00:17,217670.0,23315.0,219224.0,194653.0,1256.0,36.0,2020-10-16
34,Telangana,23315,194653,1256,219224,2020-10-17 20:00:14,219224.0,22774.0,220675.0,196636.0,1265.0,36.0,2020-10-17
34,Telangana,22774,196636,1265,220675,2020-10-18 16:00:18,220675.0,22050.0,222111.0,198790.0,1271.0,36.0,2020-10-18
34,Telangana,22050,198790,1271,222111,2020-10-19 20:00:22,222111.0,21098.0,223059.0,200686.0,1275.0,36.0,2020-10-19
34,Telangana,21098,200686,1275,223059,2020-10-20 20:00:19,223059.0,20686.0,224545.0,202577.0,1282.0,36.0,2020-10-20
34,Telangana,20686,202577,1282,224545,2020-10-21 20:00:18,224545.0,20449.0,226124.0,204388.0,1287.0,36.0,2020-10-21
34,Telangana,20449,204388,1287,226124,2020-10-22 20:00:13,226124.0,20183.0,227580.0,206105.0,1292.0,36.0,2020-10-22
34,Telangana,20183,206105,1292,227580,2020-10-23 20:00:34,227580.0,20377.0,229001.0,207326.0,1298.0,36.0,2020-10-23
34,Telangana,20377,207326,1298,229001,2020-10-24 20:00:13,229001.0,19937.0,230274.0,209034.0,1303.0,36.0,2020-10-24
34,Telangana,19937,209034,1303,230274,2020-10-25 20:00:13,230274.0,19465.0,231252.0,210480.0,1307.0,36.0,2020-10-25
34,Telangana,19465,210480,1307,231252,2020-10-26 20:00:13,231252.0,18611.0,231834.0,211912.0,1311.0,36.0,2020-10-26
34,Telangana,18611,211912,1311,231834,2020-10-27 20:00:13,231834.0,17890.0,232671.0,213466.0,1315.0,36.0,2020-10-27
34,Telangana,17890,213466,1315,232671,2020-10-28 20:00:18,232671.0,17916.0,234152.0,214917.0,1319.0,36.0,2020-10-28
34,Telangana,17916,214917,1319,234152,2020-10-29 20:00:17,234152.0,17979.0,235656.0,216353.0,1324.0,36.0,2020-10-29
34,Telangana,17979,216353,1324,235656,2020-10-30 20:00:18,235656.0,18456.0,237187.0,217401.0,1330.0,36.0,2020-10-30
34,Telangana,18456,217401,1330,237187,2020-10-31 20:00:13,237187.0,18409.0,238632.0,218887.0,1336.0,36.0,2020-10-31
34,Telangana,18409,218887,1336,238632,2020-11-01 20:00:17,238632.0,18241.0,240048.0,220466.0,1341.0,36.0,2020-11-01
34,Telangana,18241,220466,1341,240048,2020-11-02 20:00:18,240048.0,17630.0,240970.0,221992.0,1348.0,36.0,2020-11-02
34,Telangana,17630,221992,1348,240970,2020-11-03 20:00:17,240970.0,17742.0,242506.0,223413.0,1351.0,36.0,2020-11-03
34,Telangana,17742,223413,1351,242506,2020-11-04 20:00:17,242506.0,18100.0,244143.0,224686.0,1357.0,36.0,2020-11-04
34,Telangana,18100,224686,1357,244143,2020-11-05 20:00:12,244143.0,18656.0,245682.0,225664.0,1362.0,36.0,2020-11-05
34,Telangana,18656,225664,1362,245682,2020-11-06 20:00:16,245682.0,19272.0,247284.0,226646.0,1366.0,36.0,2020-11-06
34,Telangana,19272,226646,1366,247284,2020-11-07 20:00:13,247284.0,19936.0,248891.0,227583.0,1372.0,36.0,2020-11-07
34,Telangana,19936,227583,1372,248891,2020-11-08 20:00:17,248891.0,19890.0,250331.0,229064.0,1377.0,36.0,2020-11-08
34,Telangana,19890,229064,1377,250331,2020-11-09 20:00:19,250331.0,19239.0,251188.0,230568.0,1381.0,36.0,2020-11-09
34,Telangana,19239,230568,1381,251188,2020-11-10 20:00:17,251188.0,18581.0,252455.0,232489.0,1385.0,36.0,2020-11-10
34,Telangana,18581,232489,1385,252455,2020-11-11 20:00:13,252455.0,18027.0,253651.0,234234.0,1390.0,36.0,2020-11-11
34,Telangana,18027,234234,1390,253651,2020-11-12 20:00:13,253651.0,17323.0,254666.0,235950.0,1393.0,36.0,2020-11-12
34,Telangana,17323,235950,1393,254666,2020-11-13 20:00:17,254666.0,17094.0,255663.0,237172.0,1397.0,36.0,2020-11-13
34,Telangana,17094,237172,1397,255663,2020-11-14 20:00:13,255663.0,16404.0,256713.0,238908.0,1401.0,36.0,2020-11-14
34,Telangana,16404,238908,1401,256713,2020-11-15 20:00:17,256713.0,15425.0,257374.0,240545.0,1404.0,36.0,2020-11-15
34,Telangana,15425,240545,1404,257374,2020-11-16 20:00:13,257374.0,14385.0,257876.0,242084.0,1407.0,36.0,2020-11-16
34,Telangana,14385,242084,1407,257876,2020-11-17 20:00:14,257876.0,13732.0,258828.0,243686.0,1410.0,36.0,2020-11-17
34,Telangana,13732,243686,1410,258828,2020-11-18 20:00:17,258828.0,13068.0,259776.0,245293.0,1415.0,36.0,2020-11-18
34,Telangana,13068,245293,1415,259776,2020-11-19 20:00:17,259776.0,12682.0,260834.0,246733.0,1419.0,36.0,2020-11-19
34,Telangana,12682,246733,1419,260834,2020-11-20 20:00:17,260834.0,12515.0,261728.0,247790.0,1423.0,36.0,2020-11-20
34,Telangana,12515,247790,1423,261728,2020-11-21 20:00:18,261728.0,12070.0,262653.0,249157.0,1426.0,36.0,2020-11-21
34,Telangana,12070,249157,1426,262653,2020-11-22 20:00:13,262653.0,11643.0,263526.0,250453.0,1430.0,36.0,2020-11-22
34,Telangana,11643,250453,1430,263526,2020-11-23 20:00:13,263526.0,11227.0,264128.0,251468.0,1433.0,36.0,2020-11-23
34,Telangana,11227,251468,1433,264128,2020-11-24 20:00:17,264128.0,11047.0,265049.0,252565.0,1437.0,36.0,2020-11-24
34,Telangana,11047,252565,1437,265049,2020-11-25 20:00:18,265049.0,10886.0,266042.0,253715.0,1441.0,36.0,2020-11-25
34,Telangana,10886,253715,1441,266042,2020-11-26 20:00:17,266042.0,10784.0,266904.0,254676.0,1444.0,36.0,2020-11-26
34,Telangana,10784,254676,1444,266904,2020-11-27 20:00:13,266904.0,10839.0,267665.0,255378.0,1448.0,36.0,2020-11-27
34,Telangana,10839,255378,1448,267665,2020-11-28 20:00:16,267665.0,10637.0,268418.0,256330.0,1451.0,36.0,2020-11-28
34,Telangana,10637,256330,1451,268418,2020-11-29 20:00:16,268418.0,10490.0,269223.0,257278.0,1455.0,36.0,2020-11-29
34,Telangana,10490,257278,1455,269223,2020-11-30 20:00:17,269223.0,10022.0,269816.0,258336.0,1458.0,36.0,2020-11-30
34,Telangana,10022,258336,1458,269816,2020-12-01 20:00:13,269816.0,9627.0,270318.0,259230.0,1461.0,36.0,2020-12-01
34,Telangana,9627,259230,1461,270318,2020-12-02 20:00:13,270318.0,9266.0,270883.0,260155.0,1462.0,36.0,2020-12-02
32,Tripura,914,1735,5,2654,2020-07-19,,,,,,,2020-07-19
32,Tripura,1114,1759,5,2878,2020-07-20,,,,,,,2020-07-20
32,Tripura,1227,1845,7,3079,2020-07-21,,,,,,,2020-07-21
32,Tripura,1397,1926,8,3331,2020-07-22,,,,,,,2020-07-22
32,Tripura,1408,2032,9,3449,2020-07-23 10:49:43,,,,,,,2020-07-23
32,Tripura,1574,2072,10,3656,2020-07-24 15:21:33,,,,,,,2020-07-24
32,Tripura,1617,2131,11,3759,2020-07-25 20:49:42,,,,,,,2020-07-25
32,Tripura,1642,2209,11,3862,2020-07-26 11:38,,,,,,,2020-07-26
32,Tripura,1526,2361,13,3900,2020-07-27 10:20:57,,,,,,,2020-07-27
33,Tripura,1565,2467,17,4049,2020-07-29 21:00:27,4049.0,1627.0,4269.0,2621.0,21.0,16.0,2020-07-29
33,Tripura,1627,2621,21,4269,2020-07-30 18:00:13,4269.0,1786.0,4485.0,2678.0,21.0,16.0,2020-07-30
33,Tripura,1786,2678,21,4485,2020-07-31 18:00:13,4485.0,1723.0,4706.0,2962.0,21.0,16.0,2020-07-31
33,Tripura,1723,2962,21,4706,2020-08-01 18:00:13,4706.0,1630.0,4978.0,3327.0,21.0,16.0,2020-08-01
33,Tripura,1630,3327,21,4978,2020-08-02 18:00:12,4978.0,1747.0,5233.0,3463.0,23.0,16.0,2020-08-02
33,Tripura,1747,3463,23,5233,2020-08-03 18:00:13,5233.0,1742.0,5374.0,3605.0,27.0,16.0,2020-08-03
33,Tripura,1742,3605,27,5374,2020-08-04 18:00:12,5374.0,1802.0,5505.0,3675.0,28.0,16.0,2020-08-04
33,Tripura,1802,3675,28,5505,2020-08-05 18:00:13,5505.0,1873.0,5628.0,3725.0,30.0,16.0,2020-08-05
33,Tripura,1873,3725,30,5628,2020-08-06 18:00:12,5628.0,1901.0,5725.0,3793.0,31.0,16.0,2020-08-06
33,Tripura,1901,3793,31,5725,2020-08-07 18:00:12,5725.0,1957.0,5853.0,3860.0,36.0,16.0,2020-08-07
33,Tripura,1957,3860,36,5853,2020-08-08 20:00:24,5853.0,1878.0,5999.0,4084.0,37.0,16.0,2020-08-08
33,Tripura,1878,4084,37,5999,2020-08-09 20:00:13,5999.0,1929.0,6146.0,4176.0,41.0,16.0,2020-08-09
33,Tripura,1929,4176,41,6146,2020-08-10 20:00:25,6146.0,1723.0,6208.0,4443.0,42.0,16.0,2020-08-10
